"","category_name","group_name","total_members","city","created"
"342","Arts & Culture","The New York City Museum Group",1,"New York City",2015-05-25
"343","Arts & Culture","The New York Creative Circle Meetup Group",1380,"New York City",2009-01-01
"344","Arts & Culture","The New York Museum and Gallery Meetup Group",1,"New York City",2008-10-08
"345","Arts & Culture","The New York Sketch Group",1320,"New York City",2012-03-07
"346","Arts & Culture","The NYC Experience",1644,"New York City",2013-01-20
"347","Arts & Culture","The Official NYC  Podcasting Meetup",207,"New York City",2016-01-10
"348","Arts & Culture","THE OPEN ARTIST STUDIOS",620,"New York City",2015-10-05
"349","Arts & Culture","The People's Improv Theater (The PIT)",1,"New York City",2017-09-30
"350","Arts & Culture","The Pivot Gallery",215,"New York City",2016-10-09
"351","Arts & Culture","The Platform: Workshops for Creatives",1777,"New York City",2015-05-26
"352","Arts & Culture","The San Francisco Figure Drawing Group",2504,"San Francisco",2006-04-17
"353","Arts & Culture","The San Francisco Play Reading Meetup Group",1,"San Francisco",2006-07-26
"354","Arts & Culture","The Soiree Fair Influence - Literary & Talent with",24,"New York City",2016-06-30
"355","Arts & Culture","The Vein of Gold",34,"New York City",2012-07-18
"356","Arts & Culture","Theatre Maniacs",330,"New York City",2010-10-16
"357","Arts & Culture","Thursday Night Gallery Hop",2112,"New York City",2013-06-15
"358","Arts & Culture","Tipsy Painters NYC",1,"New York City",2014-10-22
"359","Arts & Culture","Travel + Leisure",1245,"New York City",2015-08-08
"360","Arts & Culture","Truth in Lies",105,"New York City",2015-07-11
"361","Arts & Culture","UnArthodox. Experimental Art Classes",1927,"New York City",2016-01-07
"362","Arts & Culture","Unblocking Your Creativity",739,"New York City",2014-09-16
"363","Arts & Culture","Uncensored,Unbound, Spoken Word/PoetrY/Music/Comedy Open Mic",1,"New York City",2017-06-25
"364","Arts & Culture","Understanding Modern and Contemporary Art",269,"San Francisco",2016-07-25
"365","Arts & Culture","Union Square Reading Group",752,"New York City",2004-10-05
"366","Arts & Culture","US Artists Meetup",1056,"New York City",2011-02-28
"367","Arts & Culture","VIP ART EVENTS - SF/Peninsula Painting Parties",1350,"San Francisco",2015-05-17
"368","Arts & Culture","Visual Narratives",141,"San Francisco",2009-07-13
"369","Arts & Culture","Washington Heights Life Figure Drawing Meetup",168,"New York City",2015-03-16
"370","Arts & Culture","We Play Dough - Workshops",20,"New York City",2017-05-05
"371","Arts & Culture","Wednesday Night Drop-in Improv",37,"San Francisco",2017-10-10
"372","Arts & Culture","Wednesday Night Gallery Hop",111,"New York City",2016-06-27
"373","Arts & Culture","Wicker Park Art Community",809,"Chicago",2012-10-08
"374","Arts & Culture","Wired New York Meetup Group",1146,"New York City",2009-02-19
"375","Arts & Culture","Wombat: A Stand Up Show",1,"New York City",2017-08-16
"376","Arts & Culture","Women of Culture NYC",916,"New York City",2016-01-24
"377","Arts & Culture","Women with words Open Mic",25,"Chicago",2017-09-08
"378","Arts & Culture","WORD The Story Telling Show - NYC",1397,"New York City",2014-01-03
"379","Arts & Culture","Works by Women San Francisco",325,"San Francisco",2012-10-19
"380","Arts & Culture","Workshops by Women of Color",49,"San Francisco",2016-11-25
"381","Book Clubs","   ()  ",1,"New York City",2017-01-13
"382","Book Clubs","! BOOZY BOOKWORMS, MOVIES, FRIENDS, & SOCIAL EVENTS!",1,"New York City",2010-11-12
"383","Book Clubs","1001 Books You Must Read Before You Die - San Francisco",386,"San Francisco",2013-08-20
"384","Book Clubs","20/30 something book club",92,"New York City",2011-01-07
"385","Book Clubs","20/30 Something LongReads Book Club",97,"New York City",2016-03-21
"386","Book Clubs","20s/30s Book Readers",41,"Chicago",2010-11-02
"387","Book Clubs","221B NYC",151,"New York City",2015-01-30
"388","Book Clubs","50 Books To Read Before You Die",449,"New York City",2017-02-20
"389","Book Clubs","A Book Club for Therapists",62,"Chicago",2017-05-25
"390","Book Clubs","A Song of Ice and Fire Book Club",50,"Chicago",2016-08-05
"391","Book Clubs","All Those Books You Wish You Read",965,"New York City",2012-07-10
"392","Book Clubs","Between the Lines",1,"Chicago",2017-10-10
"393","Book Clubs","Black Girls Read Book Club",1031,"Chicago",2016-09-03
"394","Book Clubs","Bogey 2 Birdie Manhattan Golf Meetup",11,"New York City",2017-10-02
"395","Book Clubs","Book Buffs of Central SF",1,"San Francisco",2016-04-18
"396","Book Clubs","Book Buzz",21,"New York City",2017-07-09
"397","Book Clubs","BOOKER  PRIZE  BOOK  CLUB",367,"New York City",2009-08-25
"398","Book Clubs","Books & Brunches",1,"San Francisco",2013-10-21
"399","Book Clubs","Books for Gregarious NYC Readers, Thinkers, and Philosophers",343,"New York City",2011-10-27
"400","Book Clubs","Books N Brunch Gala",73,"Chicago",2017-03-05
"401","Book Clubs","Books That Make You Go Hmmm...",1889,"New York City",2010-02-01
"402","Book Clubs","Books, Booze & Broads",223,"New York City",2015-01-24
"403","Book Clubs","Books: we're serious.",1,"San Francisco",2017-10-21
"404","Book Clubs","Bucket List Book Club:  Read what you've put off!",1321,"New York City",2010-01-03
"405","Book Clubs","Burning Book Meetup",74,"New York City",2016-03-12
"406","Book Clubs","Central SF Classic Lit Book Club",196,"San Francisco",2011-05-27
"407","Book Clubs","Cheap eats & good books......women only group.",176,"New York City",2017-08-09
"408","Book Clubs","Chicago's New York Review Classic Books Meetup",144,"Chicago",2015-02-01
"409","Book Clubs","Chicago Arabic Book Club",60,"Chicago",2015-09-15
"410","Book Clubs","Chicago Book Club",1,"Chicago",2016-09-07
"411","Book Clubs","Chicago Book Club Meetup",16,"Chicago",2017-09-18
"412","Book Clubs","Chicago Book Fairies Meetup",34,"Chicago",2017-06-05
"413","Book Clubs","Chicago Cold Reads",169,"Chicago",2016-05-09
"414","Book Clubs","Chicago Feminism Book Club",255,"Chicago",2015-07-03
"415","Book Clubs","Chicago Feminist Bookclub",213,"Chicago",2017-07-07
"416","Book Clubs","Chicago Leadership Literary Club",17,"Chicago",2017-05-07
"417","Book Clubs","Chicago Nonfiction Book Club",163,"Chicago",2016-09-26
"418","Book Clubs","Chicago Women's Monthly Book Club & Brunch (20s)",1,"Chicago",2016-04-26
"419","Book Clubs","City Lit Books in Logan Square",876,"Chicago",2013-05-31
"420","Book Clubs","Coppapaperbacks",1,"New York City",2017-05-22
"421","Book Clubs","Deep Learning Book Club",621,"San Francisco",2017-04-10
"422","Book Clubs","Discussing Books and Drinking Socially",1,"New York City",2017-06-10
"423","Book Clubs","Downtown Jane Austen Meetup- For Austenites",68,"New York City",2015-12-30
"424","Book Clubs","Drinking Team with a Reading Problem",418,"Chicago",2010-08-07
"425","Book Clubs","English classics book club",36,"New York City",2017-01-13
"426","Book Clubs","Eureka Valley Library Book Club Meetup",1,"San Francisco",2017-06-09
"427","Book Clubs","Fans of the Goldfinch",1,"San Francisco",2014-01-04
"428","Book Clubs","Feminist Book Club",364,"New York City",2016-02-08
"429","Book Clubs","Fiction Addiction: Young Women Hooked on Books",632,"New York City",2015-08-17
"430","Book Clubs","Finally... a Co-Ed Book Club!",1,"Chicago",2017-05-18
"431","Book Clubs","Flannery O'Connor and Other Short Stories",1,"New York City",2017-10-21
"432","Book Clubs","Friends Unbound Book Club",42,"Chicago",2014-12-16
"433","Book Clubs","Good Book Hunting",1,"New York City",2015-12-01
"434","Book Clubs","Great Books Discussion Groups of San Francisco",502,"San Francisco",2011-02-25
"435","Book Clubs","Great Literature Discussions",1,"New York City",2017-08-04
"436","Book Clubs","Great Reads in the Loop",1,"Chicago",2017-08-09
"437","Book Clubs","Grief Book Club",1,"New York City",2017-07-12
"438","Book Clubs","Happy Hour Book Club in the Loop",2594,"Chicago",2014-12-31
"439","Book Clubs","History Reading Circle",1,"San Francisco",2011-10-30
"440","Book Clubs","Hugo and Nebula Award Winners Sci-fi Book Club Meetup",84,"New York City",2016-11-13
"441","Book Clubs","Hyde Park Book Club",482,"Chicago",2010-09-20
"442","Book Clubs","Kingkiller Chronicle Fans",4,"Chicago",2017-10-14
"443","Book Clubs","L. Ron Hubbard Fiction Book Club",16,"New York City",2016-12-26
"444","Book Clubs","LGBTQ Sci-Fi Book Crew",132,"New York City",2016-08-14
"445","Book Clubs","Library Assistants and Support Staff of NYC",1,"New York City",2017-04-13
"446","Book Clubs","Lincoln Square Ladies Book Club",190,"Chicago",2016-07-04
"447","Book Clubs","Lit Chicks",291,"New York City",2017-04-14
"448","Book Clubs","Lit Events for the Lit-Minded",187,"San Francisco",2014-08-19
"449","Book Clubs","Lit Evolution Revolution",1,"New York City",2017-03-16
"450","Book Clubs","Literary Cocktailers NYC Book Club (age: 20s-30s)",1,"New York City",2015-04-21
"451","Book Clubs","Logan Square Book Club",1078,"Chicago",2012-02-16
"452","Book Clubs","Looking Glass | Occult Salon & Book Club",33,"San Francisco",2017-02-03
"453","Book Clubs","Lovely Literary Ladies (late 20's - 40's)",1,"Chicago",2017-07-09
"454","Book Clubs","Meetup HQ Engineering Book Club",1,"New York City",2016-04-14
"455","Book Clubs","Mission Branch Book Club",38,"San Francisco",2015-02-15
"456","Book Clubs","Mocha Girls Read - Harlem",241,"New York City",2017-02-04
"457","Book Clubs","Modernist Fiction, Its Origins and Beyond... and other stuff",696,"Chicago",2012-01-15
"458","Book Clubs","Monasteries of the Mind, Manhattan",39,"New York City",2017-08-17
"459","Book Clubs","Murder Mystery at the San Francisco Public Library",1,"San Francisco",2017-01-30
"460","Book Clubs","Near North/ Streeterville Book Club Meetup",1,"Chicago",2015-10-01
"461","Book Clubs","New girlfriends & Old books: Ladies Book club (20's & 30's)",1106,"Chicago",2013-12-22
"462","Book Clubs","New York Book Club Meetup",1,"New York City",2017-01-10
"463","Book Clubs","New York Fiction Meetup",7,"New York City",2017-01-25
"464","Book Clubs","New York Quiet Reading Meetup",65,"New York City",2015-03-04
"465","Book Clubs","New York Readers",1,"New York City",2017-04-23
"466","Book Clubs","New York Silent Social Readers",1,"New York City",2017-08-09
"467","Book Clubs","NOMAT-Book Club Meetup of Northern Manhattan",219,"New York City",2014-01-07
"468","Book Clubs","Non-Fiction Book Club (20s/30s)",299,"New York City",2016-12-21
"469","Book Clubs","Novel New York",83,"New York City",2016-11-05
"470","Book Clubs","NW Chicago 30's-50's Women's Group (Private Group)",1,"Chicago",2012-05-06
"471","Book Clubs","NYC Chick Lit/Women's Fiction Book Club",364,"New York City",2008-04-14
"472","Book Clubs","NYC Chill/Anything goes/No themed Book Club!",1,"New York City",2015-08-13
"473","Book Clubs","NYC Forever Young Adult",15,"New York City",2017-10-01
"474","Book Clubs","NYC French Novels Book Club",44,"New York City",2014-04-29
"475","Book Clubs","NYC Great Works Book Club",592,"New York City",2009-06-15
"476","Book Clubs","NYC Murakami Book Club",141,"New York City",2012-09-16
"477","Book Clubs","NYC Prize-Winning Book Club & Vegan Potluck",60,"New York City",2013-05-17
"478","Book Clubs","NYC Russian Novels Book Club",317,"New York City",2014-04-27
"479","Book Clubs","NYC Writers on Writing Book Club",901,"New York City",2014-11-10
"480","Book Clubs","One Thousand and One Nights in Chicago",740,"Chicago",2016-03-09
"481","Book Clubs","Persephone+ Chicago Book Club",21,"Chicago",2013-02-10
"482","Book Clubs","Philosophia Perennis Book Club",34,"San Francisco",2017-02-14
"483","Book Clubs","Poetry and Prose Translation",6,"San Francisco",2017-09-07
"484","Book Clubs","Professionally Led Women's Book Club",1,"New York City",2017-06-02
"485","Book Clubs","Read Between the Wines Chicago 20s/30s",1387,"Chicago",2016-04-21
"486","Book Clubs","Read the Classics - The 1001 Books Challenge",1354,"Chicago",2007-06-11
"487","Book Clubs","Reading between the wines, A Book club experience.",1,"San Francisco",2016-01-24
"488","Book Clubs","Reading Chinese Books",21,"San Francisco",2017-10-12
"489","Book Clubs","Rogers Park Library Book Discussion Group",288,"Chicago",2014-11-12
"490","Book Clubs","Rogers Park Self Help Meets Real Life Book Group",31,"Chicago",2017-04-14
"491","Book Clubs","San Francisco Booze N' Books",1,"San Francisco",2009-05-29
"492","Book Clubs","San Francisco Feminist Book Club",780,"San Francisco",2015-12-27
"493","Book Clubs","San Francisco Literature Meetup--Reading Proust",1,"San Francisco",2017-08-29
"494","Book Clubs","San Francisco South Asian Book Club Meetup",144,"San Francisco",2016-03-22
"495","Book Clubs","Seeking Wisdom Manhattan Book club",1,"New York City",2017-09-18
"496","Book Clubs","SF & Fantasy Lovers Book Club",66,"San Francisco",2009-01-30
"497","Book Clubs","SF Bestseller Book Club",1259,"San Francisco",2010-09-20
"498","Book Clubs","SF Book & Social Club (Mid 20s - Mid 30s)",1,"San Francisco",2015-01-08
"499","Book Clubs","SF Book Club-Fiction-o-philes",35,"San Francisco",2014-12-01
"500","Book Clubs","SF Bookish People -  A Book Club",1,"San Francisco",2015-08-13
"501","Book Clubs","SF Science Fiction Book Club Meetup",1,"San Francisco",2017-08-14
"502","Book Clubs","SF Young Professionals Book Club",1142,"San Francisco",2011-01-31
"503","Book Clubs","Silent Book Club - NYC",580,"New York City",2016-08-10
"504","Book Clubs","Silent Book Club - SF/Bay Area",395,"San Francisco",2016-04-14
"505","Book Clubs","Silent Book Club Chicago",1,"Chicago",2017-10-01
"506","Book Clubs","Smutty Book Club",371,"New York City",2013-07-01
"507","Book Clubs","Social Book Club!",1,"New York City",2017-08-11
"508","Book Clubs","Sunday Afternoon Book Group",25,"Chicago",2012-02-06
"509","Book Clubs","Support & Inspire Society",26,"New York City",2017-07-20
"510","Book Clubs","Tequila Mockingbird Bookclub",37,"New York City",2017-03-11
"511","Book Clubs","The American Writers Museum",70,"Chicago",2017-08-01
"512","Book Clubs","The Book Club Show",16,"Chicago",2017-10-07
"513","Book Clubs","The Chicago Girly Book Club",614,"Chicago",2016-09-14
"514","Book Clubs","The Chicago Women's Book Club",1,"Chicago",2010-03-13
"515","Book Clubs","The Far Northside Co-Ed Book Club",289,"Chicago",2010-08-08
"516","Book Clubs","The Literary Society of San Francisco",113,"San Francisco",2014-01-14
"517","Book Clubs","The New York Girly Book Club",2287,"New York City",2011-03-22
"518","Book Clubs","The New York Mystery Book Club",243,"New York City",2007-09-14
"519","Book Clubs","The Non-Book Book Club",145,"New York City",2016-08-17
"520","Book Clubs","The Novel Reader",34,"San Francisco",2017-05-07
"521","Book Clubs","The NYC  Book Club Meetup Group",1,"New York City",2005-03-01
"522","Book Clubs","The NYC Bookcrossing Meetup",140,"New York City",2002-10-08
"523","Book Clubs","The NYC Continental Philosophy Group",849,"New York City",2006-12-12
"524","Book Clubs","The NYC Greek Mythology & Classical Literature Book Club",1,"New York City",2006-07-24
"525","Book Clubs","The NYC Sunday Brainy Book Club",218,"New York City",2006-08-15
"526","Book Clubs","The Podium - A Sports Book Club",3,"San Francisco",2017-01-18
"527","Book Clubs","The Rainbow Trout Book Club",1,"Chicago",2017-06-01
"528","Book Clubs","The San Francisco Girly Book Club",877,"San Francisco",2012-04-15
"529","Book Clubs","The San Francisco Mind-Benders Book Club",179,"San Francisco",2013-06-05
"530","Book Clubs","The San Francisco not quite a book club Book Club",759,"San Francisco",2015-02-14
